  1.599013431067e-001  5.000000000000e+000  3.649514328262e+001
  4.797040293202e-001  5.300000000000e+001  5.526407411368e+001
  7.995067155337e-001  7.900000000000e+001  3.034859283502e+001
  1.119309401747e+000  1.020000000000e+002  2.012164656663e+001
  1.439112087961e+000  1.040000000000e+002  1.244424557834e+001
  1.758914774174e+000  1.210000000000e+002  9.705301839993e+000
  2.078717460388e+000  7.500000000000e+001  4.310449994010e+000
  2.398520146601e+000  7.400000000000e+001  3.196024382146e+000
  2.718322832815e+000  6.100000000000e+001  2.051800682249e+000
  3.038125519028e+000  5.400000000000e+001  1.454418994289e+000
  3.357928205242e+000  3.200000000000e+001  7.056462749509e-001
  3.677730891455e+000  2.900000000000e+001  5.331784157158e-001
  3.997533577668e+000  1.600000000000e+001  2.490073742098e-001
  4.317336263882e+000  2.700000000000e+001  3.602811219856e-001
  4.637138950095e+000  1.800000000000e+001  2.082131787915e-001
  4.956941636309e+000  2.000000000000e+001  2.024695882531e-001
  5.276744322522e+000  1.500000000000e+001  1.340090940610e-001
  5.596547008736e+000  1.000000000000e+001  7.942359800352e-002
  5.916349694949e+000  1.200000000000e+001  8.528563181917e-002
  6.236152381163e+000  1.400000000000e+001  8.955863382237e-002
  6.555955067376e+000  1.200000000000e+001  6.945943210014e-002
  6.875757753590e+000  1.000000000000e+001  5.262457574999e-002
  7.195560439803e+000  6.000000000000e+000  2.883092293558e-002
  7.515363126017e+000  9.000000000000e+000  3.964469397025e-002
  7.835165812230e+000  5.000000000000e+000  2.026382192261e-002
  8.154968498444e+000  6.000000000000e+000  2.244703841063e-002
  8.474771184657e+000  1.300000000000e+001  4.503434861642e-002
  8.794573870871e+000  1.000000000000e+001  3.216848239984e-002
  9.114376557084e+000  6.000000000000e+000  1.797052603165e-002
  9.434179243298e+000  8.000000000000e+000  2.236393307246e-002
  9.753981929511e+000  4.000000000000e+000  1.046080782017e-002
  1.007378461572e+001  9.000000000000e+000  2.206626063443e-002
  1.039358730194e+001  2.000000000000e+000  4.606518558866e-003
  1.071338998815e+001  1.000000000000e+000  2.167813678801e-003
  1.103319267436e+001  1.000000000000e+000  2.043973300623e-003
  1.135299536058e+001  2.000000000000e+000  3.860898522361e-003
  1.167279804679e+001  3.000000000000e+000  5.478380277601e-003
  1.199260073301e+001  4.000000000000e+000  6.920150420975e-003
  1.231240341922e+001  2.000000000000e+000  3.282675357105e-003
  1.263220610543e+001  1.000000000000e+000  1.559288326538e-003
  1.295200879165e+001  0.000000000000e+000  0.000000000000e+000
  1.327181147786e+001  4.000000000000e+000  5.650496347222e-003
  1.359161416407e+001  2.000000000000e+000  2.693865531103e-003
  1.391141685029e+001  0.000000000000e+000  0.000000000000e+000
  1.423121953650e+001  3.000000000000e+000  3.685757611441e-003
  1.455102222271e+001  1.000000000000e+000  1.175177693853e-003
  1.487082490893e+001  1.000000000000e+000  1.125177841302e-003
  1.519062759514e+001  2.000000000000e+000  2.156604714588e-003
  1.551043028135e+001  2.000000000000e+000  2.068592505746e-003
  1.583023296757e+001  0.000000000000e+000  0.000000000000e+000
  1.615003565378e+001  1.000000000000e+000  9.539966875603e-004
  1.646983833999e+001  1.000000000000e+000  9.173091185778e-004
  1.678964102621e+001  5.000000000000e+000  4.413489331554e-003
