  4.000000000000e-001  0.000000000000e+000  0.000000000000e+000
  1.200000000000e+000  0.000000000000e+000  0.000000000000e+000
  2.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  2.800000000000e+000  1.000000000000e+000  1.260200668485e-002
  3.600000000000e+000  1.000000000000e+000  7.643840120320e-003
  4.400000000000e+000  1.000000000000e+000  5.123892827907e-003
  5.200000000000e+000  0.000000000000e+000  0.000000000000e+000
  6.000000000000e+000  1.000000000000e+000  2.759019215027e-003
  6.800000000000e+000  2.000000000000e+000  4.297458500825e-003
  7.600000000000e+000  0.000000000000e+000  0.000000000000e+000
  8.400000000000e+000  3.000000000000e+000  4.226050580117e-003
  9.200000000000e+000  4.000000000000e+000  4.697977303169e-003
  1.000000000000e+001  2.000000000000e+000  1.988376321277e-003
  1.080000000000e+001  2.000000000000e+000  1.704841854989e-003
  1.160000000000e+001  2.000000000000e+000  1.477889848937e-003
  1.240000000000e+001  3.000000000000e+000  1.940114760081e-003
  1.320000000000e+001  6.000000000000e+000  3.424290678136e-003
  1.400000000000e+001  1.000000000000e+001  5.073713246350e-003
  1.480000000000e+001  5.000000000000e+000  2.270079100971e-003
  1.560000000000e+001  5.000000000000e+000  2.043270146098e-003
  1.640000000000e+001  5.000000000000e+000  1.848827309039e-003
  1.720000000000e+001  1.200000000000e+001  4.034095867393e-003
  1.800000000000e+001  1.000000000000e+001  3.069613214875e-003
  1.880000000000e+001  1.100000000000e+001  3.095363138645e-003
  1.960000000000e+001  8.000000000000e+000  2.071179332991e-003
