 -1.140989170423e+001 -6.430548074521e+000  6.802443748642e-001  2.785443574221e+000  9.926063662315e+000 -6.266276853151e+000  3.300028358046e-001 -1.863283134138e+000 -1.241635690878e+001 -4.139942633876e+000
 -1.140940965873e+001 -6.430516736206e+000  6.852418328607e-001  2.779383614231e+000  9.925541780218e+000 -6.265732070293e+000  3.299861070931e-001 -1.865417707955e+000 -1.241590113494e+001 -4.137795319578e+000
 -1.140844554456e+001 -6.430454047391e+000  6.952918261847e-001  2.767203861492e+000  9.924497976532e+000 -6.264642138916e+000  3.299531107066e-001 -1.869694588733e+000 -1.241498956024e+001 -4.133492243832e+000
 -1.140699931528e+001 -6.430359983722e+000  7.105077796860e-001  2.748781125893e+000  9.922932172284e+000 -6.263006326570e+000  3.299047701379e-001 -1.876129403001e+000 -1.241362213056e+001 -4.127016330863e+000
 -1.140507090096e+001 -6.430234508720e+000  7.310684845341e-001  2.723921295413e+000  9.920844249058e+000 -6.260823531755e+000  3.298424741054e-001 -1.884745999342e+000 -1.241179876463e+001 -4.118341503982e+000
 -1.140266020786e+001 -6.430077573835e+000  7.572299552761e-001  2.692346557829e+000  9.918234049031e+000 -6.258092280522e+000  3.297680805219e-001 -1.895576962647e+000 -1.240951935381e+001 -4.107432102941e+000
 -1.139976711791e+001 -6.429889118536e+000  7.893441529592e-001  2.653675224317e+000  9.915101375042e+000 -6.254810721931e+000  3.296839214002e-001 -1.908664341727e+000 -1.240678376184e+001 -4.094242059259e+000
 -1.139639148807e+001 -6.429669070421e+000  8.278882278825e-001  2.607390219209e+000  9.911445990654e+000 -6.250976622350e+000  3.295928082764e-001 -1.924060631565e+000 -1.240359182460e+001 -4.078713782490e+000
 -1.139253314936e+001 -6.429417345362e+000  8.735110149381e-001  2.552788982893e+000  9.907267620249e+000 -6.246587358589e+000  3.294980374821e-001 -1.941830069389e+000 -1.239994334962e+001 -4.060776689952e+000
 -1.138819190559e+001 -6.429133847699e+000  9.271098438892e-001  2.488900716371e+000  9.902565949114e+000 -6.241639909867e+000  3.294033941942e-001 -1.962050328599e+000 -1.239583811562e+001 -4.040345284121e+000
 -1.138336753165e+001 -6.428818470487e+000  9.899649669772e-001  2.414341555380e+000  9.897340623548e+000 -6.236130848597e+000  3.293131535069e-001 -1.984814730132e+000 -1.239127587180e+001 -4.017316641373e+000
 -1.137805977097e+001 -6.428471095816e+000  1.063994716040e+000  2.327039684204e+000  9.891591250961e+000 -6.230056330016e+000  3.292320755175e-001 -2.010235143090e+000 -1.238625633694e+001 -3.991567116169e+000
 -1.137226833197e+001 -6.428091595256e+000  1.152298808414e+000  2.223650028426e+000  9.885317399974e+000 -6.223412080673e+000  3.291653889465e-001 -2.038445825603e+000 -1.238077919821e+001 -3.962947974533e+000
 -1.136599288246e+001 -6.427679830486e+000  1.260531337810e+000  2.098075123802e+000  9.878518600487e+000 -6.216193385847e+000  3.291187522853e-001 -2.069608580122e+000 -1.237484410937e+001 -3.931279530202e+000
 -1.135923304025e+001 -6.427235654260e+000  1.401505878412e+000  1.936503978276e+000  9.871194343691e+000 -6.208395076005e+000  3.290981665409e-001 -2.103919795343e+000 -1.236845068796e+001 -3.896343131051e+000
 -1.135198835369e+001 -6.426758912247e+000  1.622900584004e+000  1.687564749057e+000  9.863344081887e+000 -6.200011512598e+000  3.291097575756e-001 -2.141620276444e+000 -1.236159850981e+001 -3.857869967897e+000
 -1.134425823250e+001 -6.426249448924e+000  7.059167789499e+000 -4.180245061284e+000  9.854967227266e+000 -6.191036574346e+000  3.291589012623e-001 -2.183009336248e+000 -1.235428709035e+001 -3.815525028180e+000
 -1.133592308904e+001 -6.425714520399e+000  1.249493510691e+001 -1.004762459298e+001  9.846060568795e+000 -6.181466085103e+000  3.284946537451e-001 -2.228467628929e+000 -1.234649688025e+001 -3.768885713946e+000
 -1.132711299089e+001 -6.425174610278e+000  1.793045380769e+001 -1.591494098061e+001  9.836620565253e+000 -6.171300993681e+000  3.274560489142e-001 -2.278491850146e+000 -1.233829415062e+001 -3.717408360507e+000
 -1.131847887613e+001 -6.424655752942e+000  2.336581058046e+001 -2.178147493077e+001  9.826649523649e+000 -6.160548760859e+000  3.261234129796e-001 -2.333746162705e+000 -1.232989966161e+001 -3.660368948973e+000
 -1.130976925638e+001 -6.424168744695e+000  2.880104915285e+001 -2.764745372525e+001  9.816152964707e+000 -6.149217048546e+000  3.245168703641e-001 -2.395145236766e+000 -1.232134422058e+001 -3.596753313541e+000
 -1.130088755770e+001 -6.423708255082e+000  3.423619604464e+001 -3.351307850863e+001  9.805135662464e+000 -6.137299494004e+000  3.226428671161e-001 -2.464014474005e+000 -1.231256168039e+001 -3.525058760977e+000
 -1.129180058711e+001 -6.423266425484e+000  3.967126920889e+001 -3.937846763304e+001  9.793600662387e+000 -6.124779648643e+000  3.205036775997e-001 -2.542440399858e+000 -1.230351660412e+001 -3.442904348701e+000
 -1.128249390572e+001 -6.422837428846e+000  4.510628164967e+001 -4.524369223029e+001  9.781549588396e+000 -6.111640511111e+000  3.181000233982e-001 -2.634123082961e+000 -1.229419200597e+001 -3.346070561397e+000
 -1.127296008840e+001 -6.422417383200e+000  5.054124320036e+001 -5.110879658088e+001  9.768983102486e+000 -6.097866789908e+000  3.154319588643e-001 -2.747057602714e+000 -1.228457889867e+001 -3.225444766871e+000
 -1.126319482037e+001 -6.422003697043e+000  5.597616151523e+001 -5.697380954204e+001  9.755901250099e+000 -6.083444602572e+000  3.124992165357e-001 -2.907519653436e+000 -1.227467199749e+001 -3.051075565313e+000
 -1.125319533949e+001 -6.421594618033e+000  6.141104267849e+001 -6.283875078504e+001  9.742303685544e+000 -6.068361364800e+000  3.093013543084e-001 -3.630935519109e+000 -1.226446789244e+001 -2.235333604430e+000
 -1.124295978788e+001 -6.421189551590e+000  6.684589160812e+001 -6.870363425897e+001  9.728189790478e+000 -6.052627828283e+000  3.058376685480e-001 -4.348727673765e+000 -1.225396425404e+001 -1.426435571516e+000
 -1.123248693277e+001 -6.420789583629e+000  7.228071233469e+001 -7.456847020076e+001  9.713559393025e+000 -6.036303726833e+000  3.021070398271e-001 -5.065351905372e+000 -1.224315948017e+001 -6.192313621612e-001
 -1.122177597993e+001 -6.420397239707e+000  7.771550819863e+001 -8.043326635141e+001  9.698414744750e+000 -6.019494302617e+000  2.981079533318e-001 -5.781489969696e+000 -1.223205247983e+001  1.871736324840e-001
 -1.121082647681e+001 -6.420016222611e+000  8.315028199575e+001 -8.629802870935e+001  9.682763194194e+000 -6.002349333919e+000  2.938385050402e-001 -6.497283907507e+000 -1.222064257381e+001  9.931020405941e-001
 -1.119963826718e+001 -6.419651135375e+000  8.858503608681e+001 -9.216276201782e+001  9.666619392905e+000 -5.985056355282e+000  2.892964006634e-001 -7.212698699808e+000 -1.220892946641e+001  1.798708252448e+000
 -1.118821147901e+001 -6.419307207622e+000  9.401977248132e+001 -9.802747009221e+001  9.650005540522e+000 -5.967812306281e+000  2.844789517409e-001 -7.927632577446e+000 -1.219691326690e+001  2.604073627467e+000
 -1.117654653664e+001 -6.418990030972e+000  9.945449290245e+001 -1.038921560470e+002  9.632949105632e+000 -5.950764673578e+000  2.793830731153e-001 -8.642000222610e+000 -1.218459455004e+001  3.409241111661e+000
 -1.116464419342e+001 -6.418705309559e+000  1.048891988379e+002 -1.097568224570e+002  9.615479159273e+000 -5.933972566036e+000  2.740052865728e-001 -9.355781103518e+000 -1.217197445090e+001  4.214232887567e+000
 -1.115250558472e+001 -6.418458639981e+000  1.103238915802e+002 -1.156214714752e+002  9.597623102007e+000 -5.917424951479e+000  2.683417359604e-001 -1.006900841244e+001 -1.215905479194e+001  5.019060779613e+000
 -1.114013230331e+001 -6.418255331475e+000  1.157585722588e+002 -1.214861049194e+002  9.579404772839e+000 -5.901079930089e+000  2.623882196813e-001 -1.078173568179e+001 -1.214583824094e+001  5.823732143337e+000
 -1.112752650222e+001 -6.418100271999e+000  1.211932418660e+002 -1.273507243386e+002  9.560843889853e+000 -5.884890469169e+000  2.561402465495e-001 -1.149401467903e+001 -1.213232849780e+001  6.628252800967e+000
 -1.111469103350e+001 -6.417997840810e+000  1.266279012780e+002 -1.332153310627e+002  9.541956301425e+000 -5.868814661611e+000  2.495931198265e-001 -1.220588697254e+001 -1.211853050631e+001  7.432628271842e+000
 -1.110162963368e+001 -6.417951863848e+000  1.320625512721e+002 -1.390799262425e+002  9.522754570387e+000 -5.852818069189e+000  2.427420513476e-001 -1.291738239652e+001 -1.210445068407e+001  8.236864158377e+000
 -1.108834716158e+001 -6.417965605149e+000  1.374971925407e+002 -1.449445108796e+002  9.503248609886e+000 -5.836873188610e+000  2.355823028061e-001 -1.362851987714e+001 -1.209009715701e+001  9.040966177159e+000
 -1.107484989290e+001 -6.418041785928e+000  1.429318257035e+002 -1.508090858517e+002  9.483446248354e+000 -5.820958196614e+000  2.281093450310e-001 -1.433930875286e+001 -1.207547993730e+001  9.844940073288e+000
 -1.106114586939e+001 -6.418182622832e+000  1.483664513169e+002 -1.566736519317e+002  9.463353689030e+000 -5.805055715792e+000  2.203190199437e-001 -1.504975005809e+001 -1.206061093402e+001  1.064879151834e+001
 -1.104724528152e+001 -6.418389877687e+000  1.538010698823e+002 -1.625382098038e+002  9.442975865306e+000 -5.789151796653e+000  2.122076859518e-001 -1.575983775543e+001 -1.204550367314e+001  1.145252602996e+001
 -1.103316082607e+001 -6.418664912549e+000  1.592356818532e+002 -1.684027600766e+002  9.422316704304e+000 -5.773235128496e+000  2.037723278276e-001 -1.646956007350e+001 -1.203017262340e+001  1.225614892547e+001
 -1.101890791699e+001 -6.419008742484e+000  1.646702876410e+002 -1.742673032937e+002  9.401379324069e+000 -5.757296441462e+000  1.950106172796e-001 -1.717890111253e+001 -1.201463212323e+001  1.305966529883e+001
 -1.100450454449e+001 -6.419422069011e+000  1.701048876198e+002 -1.801318399427e+002  9.380166184862e+000 -5.741328056143e+000  1.859209191714e-001 -1.788784280527e+001 -1.199889507479e+001  1.386308001083e+001
 -1.098997051610e+001 -6.419905308714e+000  1.755394821312e+002 -1.859963704626e+002  9.358679207470e+000 -5.725323543635e+000  1.765022478638e-001 -1.859636718047e+001 -1.198297172863e+001  1.466639768684e+001
 -1.097532587423e+001 -6.420458624470e+000  1.809740714876e+002 -1.918608952498e+002  9.336919867049e+000 -5.709277467289e+000  1.667541855186e-001 -1.930445881060e+001 -1.196686889821e+001  1.546962271918e+001
 -1.096058858054e+001 -6.421081958093e+000  1.864086559754e+002 -1.977254146637e+002  9.314889268329e+000 -5.693185183597e+000  1.566767776866e-001 -2.001210722786e+001 -1.195058977857e+001  1.627275927247e+001
 -1.094577204278e+001 -6.421775063197e+000  1.918432358580e+002 -2.035899290311e+002  9.292588206373e+000 -5.677042688235e+000  1.462704210943e-001 -2.071930887948e+001 -1.193413430529e+001  1.707581129077e+001
 -1.093088337933e+001 -6.422537537216e+000  1.972778113781e+002 -2.094544386499e+002  9.270017215934e+000 -5.660846497113e+000  1.355357554824e-001 -2.142606805069e+001 -1.191749983374e+001  1.787878250603e+001
