  4.000000000000e-001  0.000000000000e+000  0.000000000000e+000
  1.200000000000e+000  0.000000000000e+000  0.000000000000e+000
  2.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  2.800000000000e+000  0.000000000000e+000  0.000000000000e+000
  3.600000000000e+000  0.000000000000e+000  0.000000000000e+000
  4.400000000000e+000  1.000000000000e+000  5.123892827907e-003
  5.200000000000e+000  1.000000000000e+000  3.671450766453e-003
  6.000000000000e+000  0.000000000000e+000  0.000000000000e+000
  6.800000000000e+000  0.000000000000e+000  0.000000000000e+000
  7.600000000000e+000  3.000000000000e+000  5.161707535124e-003
  8.400000000000e+000  3.000000000000e+000  4.226050580117e-003
  9.200000000000e+000  4.000000000000e+000  4.697977303169e-003
  1.000000000000e+001  6.000000000000e+000  5.965128963832e-003
  1.080000000000e+001  6.000000000000e+000  5.114525564967e-003
  1.160000000000e+001  4.000000000000e+000  2.955779697873e-003
  1.240000000000e+001  5.000000000000e+000  3.233524600135e-003
  1.320000000000e+001  3.000000000000e+000  1.712145339068e-003
  1.400000000000e+001  9.000000000000e+000  4.566341921715e-003
  1.480000000000e+001  3.000000000000e+000  1.362047460583e-003
  1.560000000000e+001  7.000000000000e+000  2.860578204537e-003
  1.640000000000e+001  1.100000000000e+001  4.067420079885e-003
  1.720000000000e+001  1.600000000000e+001  5.378794489858e-003
  1.800000000000e+001  6.000000000000e+000  1.841767928925e-003
  1.880000000000e+001  4.000000000000e+000  1.125586595871e-003
  1.960000000000e+001  4.000000000000e+000  1.035589666495e-003
