  7.380806151416e-001  8.000000000000e+000  5.937450377828e-001
  2.214241845425e+000  5.600000000000e+001  5.937450377828e-001
  3.690403075708e+000  6.800000000000e+001  2.656227800607e-001
  5.166564305991e+000  7.700000000000e+001  1.544539456394e-001
  6.642725536274e+000  2.700000000000e+001  3.285064758224e-002
  8.118886766557e+000  2.500000000000e+001  2.038959607770e-002
  9.595047996840e+000  1.500000000000e+001  8.765920833407e-003
  1.107120922712e+001  9.000000000000e+000  3.952444778140e-003
  1.254737045741e+001  1.300000000000e+001  4.446247402751e-003
  1.402353168769e+001  1.100000000000e+001  3.012544010890e-003
  1.549969291797e+001  1.500000000000e+001  3.363359352999e-003
  1.697585414826e+001  4.000000000000e+000  7.477897201294e-004
  1.845201537854e+001  6.000000000000e+000  9.494856680961e-004
  1.992817660882e+001  3.000000000000e+000  4.070464152990e-004
  2.140433783911e+001  5.000000000000e+000  5.880992846501e-004
  2.288049906939e+001  2.000000000000e+000  2.058755332118e-004
  2.435666029967e+001  4.000000000000e+000  3.633690561706e-004
  2.583282152996e+001  4.000000000000e+000  3.230386495010e-004
