  4.039173120617e-001  9.000000000000e+000  4.075552672324e+000
  1.211751936185e+000  4.900000000000e+001  3.169874300697e+000
  2.019586560309e+000  5.600000000000e+001  1.334683916083e+000
  2.827421184432e+000  4.200000000000e+001  5.140336703833e-001
  3.635255808556e+000  2.300000000000e+001  1.707426438314e-001
  4.443090432679e+000  1.300000000000e+001  6.469131225912e-002
  5.250925056803e+000  1.600000000000e+001  5.705060608678e-002
  6.058759680926e+000  1.800000000000e+001  4.823139257189e-002
  6.866594305050e+000  8.000000000000e+000  1.669453219590e-002
  7.674428929173e+000  9.000000000000e+000  1.503893975027e-002
  8.482263553297e+000  7.000000000000e+000  9.576659518721e-003
  9.290098177420e+000  2.000000000000e+000  2.281305721984e-003
  1.009793280154e+001  7.000000000000e+000  6.758793818117e-003
  1.090576742567e+001  6.000000000000e+000  4.967157431230e-003
  1.171360204979e+001  1.000000000000e+000  7.176532263293e-004
  1.252143667391e+001  3.000000000000e+000  1.884212978421e-003
  1.332927129804e+001  3.000000000000e+000  1.662812187811e-003
  1.413710592216e+001  2.000000000000e+000  9.855042128701e-004
  1.494494054628e+001  2.000000000000e+000  8.818679373200e-004
  1.575277517041e+001  1.000000000000e+000  3.968792163136e-004
  1.656060979453e+001  0.000000000000e+000  0.000000000000e+000
  1.736844441866e+001  2.000000000000e+000  6.529764755787e-004
  1.817627904278e+001  2.000000000000e+000  5.962332927108e-004
  1.898411366690e+001  0.000000000000e+000  0.000000000000e+000
  1.979194829103e+001  1.000000000000e+000  2.514376378755e-004
  2.059978291515e+001  2.000000000000e+000  4.642123893530e-004
  2.140761753927e+001  0.000000000000e+000  0.000000000000e+000
  2.221545216340e+001  2.000000000000e+000  3.991530945913e-004
  2.302328678752e+001  0.000000000000e+000  0.000000000000e+000
